date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:36:39	1301/1301	U-----	200	untouched ('OK')	text/css	etag:%22515-654233df-2abc57038cb4bf86;gz%22	https://www.fundaofwebit.com/frontend/css/owl.theme.default.min.css	C:/My%20Web%20Sites/appoinment%20hospitl/www.fundaofwebit.com/frontend/css/owl.theme.default.min.css	(from https://www.fundaofwebit.com/post/doctor-appointment-booking-system-and-hospital-management-in-laravel)
18:36:45	43731/43731	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2020%20Apr%202024%2013:06:40%20GMT	https://www.fundaofwebit.com/post/laravel-policy-using-spatie-roles-and-permission-tutorial-step-by-step	C:/My%20Web%20Sites/appoinment%20hospitl/www.fundaofwebit.com/post/laravel-policy-using-spatie-roles-and-permission-tutorial-step-by-step.html	(from https://www.fundaofwebit.com/post/doctor-appointment-booking-system-and-hospital-management-in-laravel)
18:36:45	42046/42046	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2020%20Apr%202024%2013:06:40%20GMT	https://www.fundaofwebit.com/post/laravel-10-authorization-policy-tutorial-step-by-step-with-example	C:/My%20Web%20Sites/appoinment%20hospitl/www.fundaofwebit.com/post/laravel-10-authorization-policy-tutorial-step-by-step-with-example.html	(from https://www.fundaofwebit.com/post/doctor-appointment-booking-system-and-hospital-management-in-laravel)
18:36:48	180547/180547	U--M--	200	updated ('OK')	text/javascript	etag:9104605087097922514	https://pagead2.googlesyndication.com/pagead/js/adsbygoogle.js	C:/My%20Web%20Sites/appoinment%20hospitl/pagead2.googlesyndication.com/pagead/js/f.txt	(from https://www.fundaofwebit.com/post/doctor-appointment-booking-system-and-hospital-management-in-laravel)
18:36:49	107988/107988	U--MCZ	200	updated ('OK')	text/html	date:Sat,%2020%20Apr%202024%2013:06:47%20GMT	https://www.fundaofwebit.com/post/multi-guard-authentication-with-breeze-in-laravel-10	C:/My%20Web%20Sites/appoinment%20hospitl/www.fundaofwebit.com/post/multi-guard-authentication-with-breeze-in-laravel-10.html	(from https://www.fundaofwebit.com/post/doctor-appointment-booking-system-and-hospital-management-in-laravel)
18:36:49	234193/234193	U--MCZ	200	updated ('OK')	text/html	date:Sat,%2020%20Apr%202024%2013:06:47%20GMT	https://www.fundaofwebit.com/post/laravel-10-spatie-user-roles-and-permissions-tutorial	C:/My%20Web%20Sites/appoinment%20hospitl/www.fundaofwebit.com/post/laravel-10-spatie-user-roles-and-permissions-tutorial.html	(from https://www.fundaofwebit.com/post/doctor-appointment-booking-system-and-hospital-management-in-laravel)
18:36:50	45128/45128	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2020%20Apr%202024%2013:06:50%20GMT	https://www.fundaofwebit.com/post/how-to-export-data-to-excel-file-with-different-format-in-laravel-10	C:/My%20Web%20Sites/appoinment%20hospitl/www.fundaofwebit.com/post/how-to-export-data-to-excel-file-with-different-format-in-laravel-10.html	(from https://www.fundaofwebit.com/post/doctor-appointment-booking-system-and-hospital-management-in-laravel)
18:36:51	54378/54378	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2020%20Apr%202024%2013:06:50%20GMT	https://www.fundaofwebit.com/post/how-to-import-excel-file-data-into-database-in-laravel	C:/My%20Web%20Sites/appoinment%20hospitl/www.fundaofwebit.com/post/how-to-import-excel-file-data-into-database-in-laravel.html	(from https://www.fundaofwebit.com/post/doctor-appointment-booking-system-and-hospital-management-in-laravel)
18:36:52	63584/63584	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2020%20Apr%202024%2013:06:51%20GMT	https://www.fundaofwebit.com/post/laravel-10-multiple-image-upload-with-example	C:/My%20Web%20Sites/appoinment%20hospitl/www.fundaofwebit.com/post/laravel-10-multiple-image-upload-with-example.html	(from https://www.fundaofwebit.com/post/doctor-appointment-booking-system-and-hospital-management-in-laravel)
18:36:52	42294/42294	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2020%20Apr%202024%2013:06:51%20GMT	https://www.fundaofwebit.com/post/ocr-integration-in-laravel-using-laraocr-package-with-tesseract	C:/My%20Web%20Sites/appoinment%20hospitl/www.fundaofwebit.com/post/ocr-integration-in-laravel-using-laraocr-package-with-tesseract.html	(from https://www.fundaofwebit.com/post/doctor-appointment-booking-system-and-hospital-management-in-laravel)
18:36:53	96113/96113	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2020%20Apr%202024%2013:06:53%20GMT	https://www.fundaofwebit.com/post/laravel-10-crud-with-image-upload-tutorial-with-example	C:/My%20Web%20Sites/appoinment%20hospitl/www.fundaofwebit.com/post/laravel-10-crud-with-image-upload-tutorial-with-example.html	(from https://www.fundaofwebit.com/post/doctor-appointment-booking-system-and-hospital-management-in-laravel)
18:36:54	45461/45461	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2020%20Apr%202024%2013:06:54%20GMT	https://www.fundaofwebit.com/post/different-ways-to-store-data-in-laravel-10	C:/My%20Web%20Sites/appoinment%20hospitl/www.fundaofwebit.com/post/different-ways-to-store-data-in-laravel-10.html	(from https://www.fundaofwebit.com/post/doctor-appointment-booking-system-and-hospital-management-in-laravel)
18:36:56	54289/54289	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2020%20Apr%202024%2013:06:55%20GMT	https://www.fundaofwebit.com/post/laravel-form-validation-tutorial-with-example	C:/My%20Web%20Sites/appoinment%20hospitl/www.fundaofwebit.com/post/laravel-form-validation-tutorial-with-example.html	(from https://www.fundaofwebit.com/post/doctor-appointment-booking-system-and-hospital-management-in-laravel)
18:36:56	37906/37906	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2020%20Apr%202024%2013:06:50%20GMT	https://www.fundaofwebit.com/post/how-to-make-pagination-in-laravel	C:/My%20Web%20Sites/appoinment%20hospitl/www.fundaofwebit.com/post/how-to-make-pagination-in-laravel.html	(from https://www.fundaofwebit.com/post/doctor-appointment-booking-system-and-hospital-management-in-laravel)
18:36:57	44260/44260	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2020%20Apr%202024%2013:06:56%20GMT	https://www.fundaofwebit.com/post/laravel-eloquent-model-tutorial-with-example	C:/My%20Web%20Sites/appoinment%20hospitl/www.fundaofwebit.com/post/laravel-eloquent-model-tutorial-with-example.html	(from https://www.fundaofwebit.com/post/doctor-appointment-booking-system-and-hospital-management-in-laravel)
18:36:58	626619/626619	U--MCZ	200	updated ('OK')	text/html	date:Sat,%2020%20Apr%202024%2013:06:53%20GMT	https://www.fundaofwebit.com/post/laravel-10-api-authentication-using-laravel-sanctum	C:/My%20Web%20Sites/appoinment%20hospitl/www.fundaofwebit.com/post/laravel-10-api-authentication-using-laravel-sanctum.html	(from https://www.fundaofwebit.com/post/doctor-appointment-booking-system-and-hospital-management-in-laravel)
18:36:58	52386/52386	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2020%20Apr%202024%2013:06:58%20GMT	https://www.fundaofwebit.com/post/laravel-blade-components-tutorial-with-example-all-about-components-in-laravel	C:/My%20Web%20Sites/appoinment%20hospitl/www.fundaofwebit.com/post/laravel-blade-components-tutorial-with-example-all-about-components-in-laravel.html	(from https://www.fundaofwebit.com/post/doctor-appointment-booking-system-and-hospital-management-in-laravel)
18:37:03	63161/63161	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2020%20Apr%202024%2013:06:57%20GMT	https://www.fundaofwebit.com/post/laravel-migrations-tutorial-with-example	C:/My%20Web%20Sites/appoinment%20hospitl/www.fundaofwebit.com/post/laravel-migrations-tutorial-with-example.html	(from https://www.fundaofwebit.com/post/doctor-appointment-booking-system-and-hospital-management-in-laravel)
18:37:05	89501/89501	U-----	200	untouched ('OK')	application/x-javascript	etag:%2215d9d-61a9d494-49c65e8509dc50e8;gz%22	https://www.fundaofwebit.com/frontend/js/jquery-3.6.0.min.js	C:/My%20Web%20Sites/appoinment%20hospitl/www.fundaofwebit.com/frontend/js/jquery-3.6.0.min.js	(from https://www.fundaofwebit.com/post/doctor-appointment-booking-system-and-hospital-management-in-laravel)
18:37:06	80616/80616	U-----	200	untouched ('OK')	application/x-javascript	etag:%2213ae8-654233f4-74d09183a486ab59;gz%22	https://www.fundaofwebit.com/frontend/js/bootstrap5.bundle.min.js	C:/My%20Web%20Sites/appoinment%20hospitl/www.fundaofwebit.com/frontend/js/bootstrap5.bundle.min.js	(from https://www.fundaofwebit.com/post/doctor-appointment-booking-system-and-hospital-management-in-laravel)
18:37:06	31000/31000	U-----	200	untouched ('OK')	text/css	etag:W/%22269550530cc127b6aa5a35925a7de6ce%22	https://stackpath.bootstrapcdn.com/font-awesome/4.7.0/css/font-awesome.min.css	C:/My%20Web%20Sites/appoinment%20hospitl/stackpath.bootstrapcdn.com/font-awesome/4.7.0/css/font-awesome.min.css	(from https://www.fundaofwebit.com/post/doctor-appointment-booking-system-and-hospital-management-in-laravel)
18:37:07	44472/44472	U-----	200	untouched ('OK')	application/x-javascript	etag:%22adb8-61a9d494-77ff12ca289847da;gz%22	https://www.fundaofwebit.com/frontend/js/owl.carousel.js	C:/My%20Web%20Sites/appoinment%20hospitl/www.fundaofwebit.com/frontend/js/owl.carousel.js	(from https://www.fundaofwebit.com/post/doctor-appointment-booking-system-and-hospital-management-in-laravel)
18:37:07	767/767	U-----	200	untouched ('OK')	application/x-javascript	etag:%222ff-61a9d494-60dc28f6dfa76c36;gz%22	https://www.fundaofwebit.com/frontend/js/custom.js	C:/My%20Web%20Sites/appoinment%20hospitl/www.fundaofwebit.com/frontend/js/custom.js	(from https://www.fundaofwebit.com/post/doctor-appointment-booking-system-and-hospital-management-in-laravel)
18:37:08	6603/6603	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2020%20Apr%202024%2013:07:08%20GMT	https://www.fundaofwebit.com/frontend/images/personal-home.jpg	C:/My%20Web%20Sites/appoinment%20hospitl/www.fundaofwebit.com/frontend/images/personal-home.21.delayed	(from https://www.fundaofwebit.com/frontend/css/custom.css)
18:37:08	30839/30839	U-----	200	untouched ('')	image/png	etag:%227877-6219ac44-4d34adacbd0fbc75;;;%22	https://www.fundaofwebit.com/frontend/images/footer-bg.png	C:/My%20Web%20Sites/appoinment%20hospitl/www.fundaofwebit.com/frontend/images/footer-bg.png	(from https://www.fundaofwebit.com/frontend/css/custom2.css)
18:37:08	6603/6603	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2020%20Apr%202024%2013:07:09%20GMT	https://www.fundaofwebit.com/frontend/images/home1.jpg	C:/My%20Web%20Sites/appoinment%20hospitl/www.fundaofwebit.com/frontend/images/home1.jpg	(from https://www.fundaofwebit.com/frontend/css/custom.css)
18:37:09	6603/6603	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2020%20Apr%202024%2013:07:09%20GMT	https://www.fundaofwebit.com/frontend/css/owl.video.play.png	C:/My%20Web%20Sites/appoinment%20hospitl/www.fundaofwebit.com/frontend/css/owl.video.play.png	(from https://www.fundaofwebit.com/frontend/css/owl.carousel.min.css)
18:37:10	49734/49734	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2020%20Apr%202024%2013:07:10%20GMT	https://www.fundaofwebit.com/post/how-to-create-layout-using-laravel-blade-components-in-laravel-9-10	C:/My%20Web%20Sites/appoinment%20hospitl/www.fundaofwebit.com/post/how-to-create-layout-using-laravel-blade-components-in-laravel-9-10.html	(from https://www.fundaofwebit.com/post/laravel-10-crud-with-image-upload-tutorial-with-example)
18:37:10	97565/97565	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2020%20Apr%202024%2013:07:10%20GMT	https://www.fundaofwebit.com/post/laravel-10-crud-application-example-tutorial	C:/My%20Web%20Sites/appoinment%20hospitl/www.fundaofwebit.com/post/laravel-10-crud-application-example-tutorial.html	(from https://www.fundaofwebit.com/post/laravel-10-multiple-image-upload-with-example)
18:37:10	646642/646642	U-----	200	untouched ('')	image/png	etag:%229ddf2-65423414-97c5c9ed530423b9;;;%22	https://www.fundaofwebit.com/frontend/images/yt-bg.png	C:/My%20Web%20Sites/appoinment%20hospitl/www.fundaofwebit.com/frontend/images/yt-bg.png	(from https://www.fundaofwebit.com/frontend/css/style.css)
