date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:28:05	4895/4895	---M--	200	added ('OK')	image/png	etag:%22131f-61a9d494-eaf3f106aca1872e;;;%22	https://www.fundaofwebit.com/frontend/images/logo.png	C:/My%20Web%20Sites/appoinment/www.fundaofwebit.com/frontend/images/logo.png	(from https://www.fundaofwebit.com/post/doctor-appointment-booking-system-and-hospital-management-in-laravel)
18:28:05	180597/180597	---M--	200	added ('OK')	text/javascript	etag:6421521455863980184	https://pagead2.googlesyndication.com/pagead/js/adsbygoogle.js	C:/My%20Web%20Sites/appoinment/pagead2.googlesyndication.com/pagead/js/f.txt	(from https://www.fundaofwebit.com/post/doctor-appointment-booking-system-and-hospital-management-in-laravel)
18:28:05	43731/43731	---M-Z	200	added ('OK')	text/html	date:Sat,%2020%20Apr%202024%2012:58:05%20GMT	https://www.fundaofwebit.com/post/laravel-policy-using-spatie-roles-and-permission-tutorial-step-by-step	C:/My%20Web%20Sites/appoinment/www.fundaofwebit.com/post/laravel-policy-using-spatie-roles-and-permission-tutorial-step-by-step.html	(from https://www.fundaofwebit.com/post/doctor-appointment-booking-system-and-hospital-management-in-laravel)
18:28:05	42046/42046	---M-Z	200	added ('OK')	text/html	date:Sat,%2020%20Apr%202024%2012:58:06%20GMT	https://www.fundaofwebit.com/post/laravel-10-authorization-policy-tutorial-step-by-step-with-example	C:/My%20Web%20Sites/appoinment/www.fundaofwebit.com/post/laravel-10-authorization-policy-tutorial-step-by-step-with-example.html	(from https://www.fundaofwebit.com/post/doctor-appointment-booking-system-and-hospital-management-in-laravel)
18:28:06	107988/107988	---MCZ	200	added ('OK')	text/html	date:Sat,%2020%20Apr%202024%2012:58:06%20GMT	https://www.fundaofwebit.com/post/multi-guard-authentication-with-breeze-in-laravel-10	C:/My%20Web%20Sites/appoinment/www.fundaofwebit.com/post/multi-guard-authentication-with-breeze-in-laravel-10.html	(from https://www.fundaofwebit.com/post/doctor-appointment-booking-system-and-hospital-management-in-laravel)
18:28:06	234193/234193	---MCZ	200	added ('OK')	text/html	date:Sat,%2020%20Apr%202024%2012:58:06%20GMT	https://www.fundaofwebit.com/post/laravel-10-spatie-user-roles-and-permissions-tutorial	C:/My%20Web%20Sites/appoinment/www.fundaofwebit.com/post/laravel-10-spatie-user-roles-and-permissions-tutorial.html	(from https://www.fundaofwebit.com/post/doctor-appointment-booking-system-and-hospital-management-in-laravel)
18:28:06	37906/37906	---M-Z	200	added ('OK')	text/html	date:Sat,%2020%20Apr%202024%2012:58:07%20GMT	https://www.fundaofwebit.com/post/how-to-make-pagination-in-laravel	C:/My%20Web%20Sites/appoinment/www.fundaofwebit.com/post/how-to-make-pagination-in-laravel.html	(from https://www.fundaofwebit.com/post/doctor-appointment-booking-system-and-hospital-management-in-laravel)
18:28:07	45128/45128	---M-Z	200	added ('OK')	text/html	date:Sat,%2020%20Apr%202024%2012:58:07%20GMT	https://www.fundaofwebit.com/post/how-to-export-data-to-excel-file-with-different-format-in-laravel-10	C:/My%20Web%20Sites/appoinment/www.fundaofwebit.com/post/how-to-export-data-to-excel-file-with-different-format-in-laravel-10.html	(from https://www.fundaofwebit.com/post/doctor-appointment-booking-system-and-hospital-management-in-laravel)
18:28:07	54378/54378	---M-Z	200	added ('OK')	text/html	date:Sat,%2020%20Apr%202024%2012:58:07%20GMT	https://www.fundaofwebit.com/post/how-to-import-excel-file-data-into-database-in-laravel	C:/My%20Web%20Sites/appoinment/www.fundaofwebit.com/post/how-to-import-excel-file-data-into-database-in-laravel.html	(from https://www.fundaofwebit.com/post/doctor-appointment-booking-system-and-hospital-management-in-laravel)
18:28:07	63584/63584	---M-Z	200	added ('OK')	text/html	date:Sat,%2020%20Apr%202024%2012:58:08%20GMT	https://www.fundaofwebit.com/post/laravel-10-multiple-image-upload-with-example	C:/My%20Web%20Sites/appoinment/www.fundaofwebit.com/post/laravel-10-multiple-image-upload-with-example.html	(from https://www.fundaofwebit.com/post/doctor-appointment-booking-system-and-hospital-management-in-laravel)
18:28:08	42294/42294	---M-Z	200	added ('OK')	text/html	date:Sat,%2020%20Apr%202024%2012:58:08%20GMT	https://www.fundaofwebit.com/post/ocr-integration-in-laravel-using-laraocr-package-with-tesseract	C:/My%20Web%20Sites/appoinment/www.fundaofwebit.com/post/ocr-integration-in-laravel-using-laraocr-package-with-tesseract.html	(from https://www.fundaofwebit.com/post/doctor-appointment-booking-system-and-hospital-management-in-laravel)
18:28:08	96113/96113	---M-Z	200	added ('OK')	text/html	date:Sat,%2020%20Apr%202024%2012:58:08%20GMT	https://www.fundaofwebit.com/post/laravel-10-crud-with-image-upload-tutorial-with-example	C:/My%20Web%20Sites/appoinment/www.fundaofwebit.com/post/laravel-10-crud-with-image-upload-tutorial-with-example.html	(from https://www.fundaofwebit.com/post/doctor-appointment-booking-system-and-hospital-management-in-laravel)
18:28:09	45461/45461	---M-Z	200	added ('OK')	text/html	date:Sat,%2020%20Apr%202024%2012:58:09%20GMT	https://www.fundaofwebit.com/post/different-ways-to-store-data-in-laravel-10	C:/My%20Web%20Sites/appoinment/www.fundaofwebit.com/post/different-ways-to-store-data-in-laravel-10.html	(from https://www.fundaofwebit.com/post/doctor-appointment-booking-system-and-hospital-management-in-laravel)
18:28:09	626619/626619	---MCZ	200	added ('OK')	text/html	date:Sat,%2020%20Apr%202024%2012:58:09%20GMT	https://www.fundaofwebit.com/post/laravel-10-api-authentication-using-laravel-sanctum	C:/My%20Web%20Sites/appoinment/www.fundaofwebit.com/post/laravel-10-api-authentication-using-laravel-sanctum.html	(from https://www.fundaofwebit.com/post/doctor-appointment-booking-system-and-hospital-management-in-laravel)
18:28:10	54289/54289	---M-Z	200	added ('OK')	text/html	date:Sat,%2020%20Apr%202024%2012:58:10%20GMT	https://www.fundaofwebit.com/post/laravel-form-validation-tutorial-with-example	C:/My%20Web%20Sites/appoinment/www.fundaofwebit.com/post/laravel-form-validation-tutorial-with-example.html	(from https://www.fundaofwebit.com/post/doctor-appointment-booking-system-and-hospital-management-in-laravel)
18:28:10	44260/44260	---M-Z	200	added ('OK')	text/html	date:Sat,%2020%20Apr%202024%2012:58:11%20GMT	https://www.fundaofwebit.com/post/laravel-eloquent-model-tutorial-with-example	C:/My%20Web%20Sites/appoinment/www.fundaofwebit.com/post/laravel-eloquent-model-tutorial-with-example.html	(from https://www.fundaofwebit.com/post/doctor-appointment-booking-system-and-hospital-management-in-laravel)
18:28:11	63161/63161	---M-Z	200	added ('OK')	text/html	date:Sat,%2020%20Apr%202024%2012:58:11%20GMT	https://www.fundaofwebit.com/post/laravel-migrations-tutorial-with-example	C:/My%20Web%20Sites/appoinment/www.fundaofwebit.com/post/laravel-migrations-tutorial-with-example.html	(from https://www.fundaofwebit.com/post/doctor-appointment-booking-system-and-hospital-management-in-laravel)
18:28:11	52386/52386	---M-Z	200	added ('OK')	text/html	date:Sat,%2020%20Apr%202024%2012:58:11%20GMT	https://www.fundaofwebit.com/post/laravel-blade-components-tutorial-with-example-all-about-components-in-laravel	C:/My%20Web%20Sites/appoinment/www.fundaofwebit.com/post/laravel-blade-components-tutorial-with-example-all-about-components-in-laravel.html	(from https://www.fundaofwebit.com/post/doctor-appointment-booking-system-and-hospital-management-in-laravel)
18:28:11	89501/89501	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215d9d-61a9d494-49c65e8509dc50e8;gz%22	https://www.fundaofwebit.com/frontend/js/jquery-3.6.0.min.js	C:/My%20Web%20Sites/appoinment/www.fundaofwebit.com/frontend/js/jquery-3.6.0.min.js	(from https://www.fundaofwebit.com/post/doctor-appointment-booking-system-and-hospital-management-in-laravel)
18:28:11	80616/80616	---M-Z	200	added ('OK')	application/x-javascript	etag:%2213ae8-654233f4-74d09183a486ab59;gz%22	https://www.fundaofwebit.com/frontend/js/bootstrap5.bundle.min.js	C:/My%20Web%20Sites/appoinment/www.fundaofwebit.com/frontend/js/bootstrap5.bundle.min.js	(from https://www.fundaofwebit.com/post/doctor-appointment-booking-system-and-hospital-management-in-laravel)
18:28:12	44472/44472	---M-Z	200	added ('OK')	application/x-javascript	etag:%22adb8-61a9d494-77ff12ca289847da;gz%22	https://www.fundaofwebit.com/frontend/js/owl.carousel.js	C:/My%20Web%20Sites/appoinment/www.fundaofwebit.com/frontend/js/owl.carousel.js	(from https://www.fundaofwebit.com/post/doctor-appointment-booking-system-and-hospital-management-in-laravel)
18:28:12	767/767	---M-Z	200	added ('OK')	application/x-javascript	etag:%222ff-61a9d494-60dc28f6dfa76c36;gz%22	https://www.fundaofwebit.com/frontend/js/custom.js	C:/My%20Web%20Sites/appoinment/www.fundaofwebit.com/frontend/js/custom.js	(from https://www.fundaofwebit.com/post/doctor-appointment-booking-system-and-hospital-management-in-laravel)
18:28:12	30839/30839	---M--	200	added ('OK')	image/png	etag:%227877-6219ac44-4d34adacbd0fbc75;;;%22	https://www.fundaofwebit.com/frontend/images/footer-bg.png	C:/My%20Web%20Sites/appoinment/www.fundaofwebit.com/frontend/images/footer-bg.png	(from https://www.fundaofwebit.com/frontend/css/custom2.css)
18:28:13	6603/6603	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2020%20Apr%202024%2012:58:13%20GMT	https://www.fundaofwebit.com/frontend/images/personal-home.jpg	C:/My%20Web%20Sites/appoinment/www.fundaofwebit.com/frontend/images/personal-home.jpg	(from https://www.fundaofwebit.com/frontend/css/custom.css)
18:28:13	6603/6603	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2020%20Apr%202024%2012:58:13%20GMT	https://www.fundaofwebit.com/frontend/images/home1.jpg	C:/My%20Web%20Sites/appoinment/www.fundaofwebit.com/frontend/images/home1.jpg	(from https://www.fundaofwebit.com/frontend/css/custom.css)
18:28:14	646642/646642	---M--	200	added ('OK')	image/png	etag:%229ddf2-65423414-97c5c9ed530423b9;;;%22	https://www.fundaofwebit.com/frontend/images/yt-bg.png	C:/My%20Web%20Sites/appoinment/www.fundaofwebit.com/frontend/images/yt-bg.png	(from https://www.fundaofwebit.com/frontend/css/style.css)
18:28:14	6603/6603	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2020%20Apr%202024%2012:58:14%20GMT	https://www.fundaofwebit.com/frontend/css/owl.video.play.png	C:/My%20Web%20Sites/appoinment/www.fundaofwebit.com/frontend/css/owl.video.play.png	(from https://www.fundaofwebit.com/frontend/css/owl.carousel.min.css)
18:28:14	97565/97565	---M-Z	200	added ('OK')	text/html	date:Sat,%2020%20Apr%202024%2012:58:14%20GMT	https://www.fundaofwebit.com/post/laravel-10-crud-application-example-tutorial	C:/My%20Web%20Sites/appoinment/www.fundaofwebit.com/post/laravel-10-crud-application-example-tutorial.html	(from https://www.fundaofwebit.com/post/laravel-10-multiple-image-upload-with-example)
18:28:15	49734/49734	---M-Z	200	added ('OK')	text/html	date:Sat,%2020%20Apr%202024%2012:58:15%20GMT	https://www.fundaofwebit.com/post/how-to-create-layout-using-laravel-blade-components-in-laravel-9-10	C:/My%20Web%20Sites/appoinment/www.fundaofwebit.com/post/how-to-create-layout-using-laravel-blade-components-in-laravel-9-10.html	(from https://www.fundaofwebit.com/post/laravel-10-crud-with-image-upload-tutorial-with-example)
